"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
2713.52171618886,2085.07393132006,3341.96950105765,1752.39376970363,3674.64966267409
2713.58462866519,2084.51400379394,3342.65525353643,1751.50413059659,3675.66512673379
2713.62692542862,2083.93547100187,3343.31837985538,1750.59695048991,3676.65690036734
2713.64821857369,2083.33761887606,3343.95881827132,1749.67134265593,3677.62509449145
2713.6509610531,2082.72251575502,3344.57940635117,1748.72917183069,3678.5727502755
2713.63941813571,2082.09404845018,3345.18478782125,1747.77412448233,3679.50471178909
2713.61865843539,2081.45696075178,3345.780356119,1746.81077244989,3680.42654442088
2713.59369145733,2080.81601956237,3346.3713633523,1745.84375420982,3681.34362870485
2713.56882782579,2080.17538589652,3346.96226975505,1744.87715157812,3682.26050407345
2713.5472902795,2079.53822189076,3347.55635866824,1743.91409461042,3683.18048594858
2713.53106375806,2078.90652632326,3348.15560119286,1742.95658941062,3684.10553810551
2713.52094457439,2078.2811631468,3348.76072600198,1742.00553573784,3685.03635341093
2713.51673262853,2077.66203118043,3349.37143407664,1741.06088477573,3685.97258048134
2713.51750589792,2077.04831760522,3349.98669419062,1740.12188151426,3686.91313028157
2713.5219208344,2076.43878126615,3350.60506040266,1739.18733900206,3687.85650266675
2713.52849296363,2075.83202134784,3351.22496457942,1738.25590071013,3688.80108521714
2713.53582595993,2075.22669997085,3351.84495194901,1737.32625969859,3689.74539222127
2713.54277210958,2074.62170110729,3352.46384311186,1736.39731671303,3690.68822750612
2713.54852029832,2074.01622091623,3353.08081968041,1735.46827176278,3691.62876883387
2713.55261809125,2073.40979477914,3353.69544140336,1734.53865377968,3692.56658240282
2713.55494144705,2072.80227327217,3354.30760962192,1733.6082999032,3693.5015829909
2713.5556290753,2072.19376293719,3354.91749521342,1732.67729964662,3694.43395850399
2713.55499882549,2071.58454836259,3355.5254492884,1731.745919991,3695.36407765999
2713.55346151022,2070.97501041428,3356.13191260615,1730.81452594943,3696.292397071
2713.55144406126,2070.36555226209,3356.73733586043,1729.8835081129,3697.21938000962
2713.54932973233,2069.75654092624,3357.34211853842,1728.95322490816,3698.14543455651
2713.54741891234,2069.1482681149,3357.94656970978,1728.02396344805,3699.07087437662
2713.54591053207,2068.540930663,3358.55089040114,1727.09591945806,3699.99590160608
2713.54490136091,2067.93462824385,3359.15517447798,1726.1691941487,3700.92060857312
2713.54439882642,2067.32937434799,3359.75942330485,1725.2438042201,3701.84499343274
2713.54434231154,2066.72511578889,3360.36356883419,1724.31970041918,3702.76898420389
2713.54462803383,2066.1217560616,3360.96750000606,1723.39679009348,3703.69246597418
2713.54513336353,2065.51917854234,3361.57108818472,1722.47495979859,3704.61530692848
2713.54573754292,2064.91726653693,3362.17420854891,1721.55409499142,3705.53738009442
2713.54633699705,2064.31591834373,3362.77675565037,1720.63409496203,3706.45857903207
2713.54685458344,2063.71505660505,3363.37865256182,1719.71488223881,3707.37882692807
2713.54724308287,2063.11463214824,3363.9798540175,1718.79640661497,3708.29807955076
2713.54748391063,2062.51462318752,3364.58034463375,1717.87864461024,3709.21632321102
2713.54758240775,2061.91503114702,3365.18013366847,1716.96159557527,3710.13356924022
2713.54756117991,2061.31587449266,3365.77924786716,1716.04527578449,3711.04984657533
2713.54745284092,2060.71718187501,3366.37772380683,1715.12971179047,3711.96519389137
2713.54729325719,2060.11898565094,3366.97560086343,1714.21493409225,3712.87965242212
2713.54711605101,2059.52131653621,3367.57291556581,1713.30097186696,3713.79326023506
2713.54694876705,2058.92419980582,3368.16969772828,1712.38784918811,3714.70604834599
2713.54681078838,2058.3276531531,3368.76596842365,1711.47558285454,3715.61803872222
2713.54671283818,2057.73168607379,3369.36173960257,1710.5641817122,3716.52924396415
2713.54665773717,2057.13630047572,3369.95701499862,1709.6536471857,3717.43966828864
2713.54664200468,2056.54149212895,3370.55179188042,1708.74397464845,3718.34930936092
2713.54665788397,2055.94725255741,3371.14606321053,1707.83515524358,3719.25816052436
2713.54669542142,2055.3535710149,3371.73981982793,1706.92717780532,3720.16621303751
2713.54674431457,2054.76043626618,3372.33305236295,1706.02003060465,3721.07345802448
2713.5467953451,2054.16783798899,3372.92575270121,1705.11370273493,3721.97988795527
2713.54684131303,2053.57576770827,3373.51791491778,1704.20818504611,3722.88549757995
2713.54687747433,2052.98421925701,3374.10953569165,1703.30347061789,3723.79028433077
2713.54690154865,2052.39318882151,3374.70061427578,1702.39955482487,3724.69424827243
2713.54691340318,2051.80267466872,3375.29115213764,1701.49643508687,3725.59739171949
2713.54691453477,2051.21267667039,3375.88115239915,1700.5941104154,3726.49971865414
2713.54690746817,2050.62319573701,3376.47061919932,1699.69258086638,3727.40123406995
2713.54689516996,2050.03423325778,3377.05955708214,1698.79184699401,3728.30194334591
2713.54688055087,2049.44579061848,3377.64797048326,1697.89190937681,3729.20185172494
2713.54686609939,2048.85786884066,3378.23586335811,1696.99276825977,3730.100963939
2713.54685366185,2048.27046835916,3378.82323896453,1696.09442333054,3730.99928399316
2713.5468443613,2047.68358893254,3379.41009979005,1695.19687362534,3731.89681509725
2713.54683863101,2047.09722966494,3379.99644759708,1694.30011754474,3732.79355971727
2713.54683632981,2046.51138910884,3380.58228355077,1693.40415294968,3733.68951970993
2713.54683690368,2045.92606541505,3381.16760839231,1692.50897730534,3734.58469650201
2713.54683956106,2045.34125649859,3381.75242262354,1691.61458784203,3735.47909128009
2713.54684343547,2044.75696019478,3382.33672667616,1690.72098170788,3736.37270516306
2713.54684771737,2044.17317438768,3382.92052104705,1689.82815609536,3737.26553933938
2713.54685174575,2043.58989710086,3383.50380639064,1688.93610833168,3738.15759515982
2713.54685505748,2043.00712654806,3384.0865835669,1688.04483593019,3739.04887418478
2713.5468573985,2042.42486114721,3384.6688536498,1687.15433660579,3739.93937819121
2713.54685870489,2041.84309950491,3385.25061790487,1686.26460826133,3740.82910914845
2713.54685906383,2041.26184038096,3385.8318777467,1685.3756489539,3741.71806917376
2713.54685866457,2040.68108264238,3386.41263468677,1684.48745685059,3742.60626047855
2713.54685774825,2040.10082521564,3386.99289028087,1683.60003018193,3743.49368531458
2713.54685656347,2039.52106704375,3387.57264608318,1682.7133671998,3744.38034592714
2713.54685533192,2038.9418070526,3388.15190361124,1681.8274661441,3745.26624451974
2713.54685422617,2038.36304412863,3388.73066432372,1680.94232522046,3746.15138323188
2713.54685335934,2037.78477710795,3389.30892961072,1680.05794258899,3747.03576412968
2713.54685278512,2037.20700477548,3389.88670079477,1679.17431636293,3747.91938920732
2713.54685250562,2036.62972587161,3390.46397913963,1678.2914446148,3748.80226039644
2713.54685248389,2036.05293910386,3391.04076586392,1677.40932538745,3749.68437958033
2713.54685265853,2035.47664316048,3391.61706215657,1676.52795670725,3750.56574860981
2713.54685295777,2034.90083672398,3392.19286919156,1675.64733659725,3751.44636931829
2713.54685331147,2034.32551848267,3392.76818814026,1674.76746308854,3752.32624353439
2713.54685365983,2033.75068713928,3393.34302018038,1673.88833422876,3753.2053730909
2713.54685395868,2033.17634141621,3393.91736650115,1673.00994808737,3754.08375982998
2713.54685418131,2032.60248005757,3394.49122830505,1672.13230275782,3754.9614056048
2713.54685431762,2032.02910182859,3395.06460680666,1671.25539635701,3755.83831227824
2713.54685437133,2031.45620551305,3395.63750322962,1670.37922702293,3756.71448171974
2713.54685435601,2030.88378990958,3396.20991880243,1669.50379291107,3757.58991580095
2713.54685429085,2030.31185382765,3396.78185475406,1668.62909219049,3758.46461639122
2713.5468541968,2029.74039608375,3397.35331230986,1667.75512304009,3759.33858535352
2713.54685409335,2029.16941549829,3397.92429268841,1666.88188364553,3760.21182454117
2713.54685399635,2028.59891089339,3398.49479709931,1666.00937219701,3761.08433579569
2713.54685391687,2028.02888109167,3399.06482674207,1665.13758688801,3761.95612094573
2713.54685386092,2027.45932491587,3399.63438280598,1664.2665259149,3762.82718180695
2713.54685382996,2026.89024118926,3400.20346647066,1663.39618747723,3763.69752018269
2713.5468538218,2026.32162873642,3400.77207890718,1662.52656977853,3764.56713786506
2713.54685383182,2025.75348638437,3401.34022127926,1661.65767102733,3765.4360366363
2713.54685385418,2025.18581296368,3401.90789474467,1660.78948943822,3766.30421827013
2713.54685388288,2024.61860730948,3402.47510045629,1659.92202323287,3767.1716845329
2713.5468539126,2024.05186826223,3403.04183956298,1659.05527064072,3768.03843718449
2713.5468539392,2023.48559466822,3403.60811321018,1658.18922989953,3768.90447797887
2713.54685395998,2022.91978537983,3404.17392254013,1657.32389925558,3769.76980866438
2713.54685397367,2022.35443925546,3404.73926869188,1656.45927696363,3770.63443098371
2713.54685398026,2021.7895551594,3405.30415280111,1655.59536128677,3771.49834667375
2713.54685398065,2021.22513196148,3405.86857599981,1654.73215049606,3772.36155746523
2713.54685397634,2020.66116853673,3406.43253941594,1653.86964287022,3773.22406508245
2713.54685396906,2020.097663765,3406.99604417311,1653.00783669522,3774.08587124289
2713.5468539605,2019.5346165307,3407.5590913903,1652.14673026401,3774.94697765699
2713.5468539521,2018.97202572252,3408.12168218168,1651.28632187623,3775.80738602798
2713.54685394492,2018.40989023332,3408.68381765653,1650.42660983809,3776.66709805175
2713.54685393959,2017.84820896003,3409.24549891916,1649.56759246226,3777.52611541693
2713.54685393635,2017.28698080364,3409.80672706907,1648.70926806782,3778.38443980488
2713.5468539351,2016.72620466925,3410.36750320094,1647.85163498034,3779.24207288986
2713.5468539355,2016.16587946615,3410.92782840486,1646.99469153185,3780.09901633916
2713.5468539371,2015.60600410783,3411.48770376637,1646.13843606097,3780.95527181324
2713.54685393938,2015.04657751212,3412.04713036665,1645.2828669129,3781.81084096587
2713.54685394188,2014.48759860119,3412.60610928258,1644.42798243951,3782.66572544426
2713.54685394422,2013.9290663016,3413.16464158684,1643.57378099931,3783.51992688913
2713.54685394613,2013.3709795443,3413.72272834795,1642.72026095746,3784.37344693479
2713.54685394746,2012.81333726461,3414.28037063031,1641.86742068576,3785.22628720917
2713.5468539482,2012.25613840219,3414.8375694942,1641.01525856257,3786.07844933382
2713.54685394838,2011.69938190098,3415.39432599578,1640.16377297277,3786.92993492399
2713.54685394813,2011.1430667092,3415.95064118706,1639.31296230772,3787.78074558854
2713.54685394758,2010.58719177922,3416.50651611595,1638.46282496514,3788.63088293003
2713.54685394689,2010.03175606757,3417.06195182621,1637.61335934913,3789.48034854465
2713.54685394617,2009.4767585349,3417.61694935744,1636.76456387003,3790.32914402231
2713.54685394553,2008.9221981459,3418.17150974516,1635.91643694446,3791.17727094661
2713.54685394503,2008.36807386932,3418.72563402075,1635.06897699519,3792.02473089488
2713.54685394471,2007.81438467791,3419.2793232115,1634.22218245118,3792.87152543824
2713.54685394455,2007.26112954843,3419.83257834068,1633.37605174751,3793.7176561416
2713.54685394455,2006.70830746161,3420.38540042749,1632.53058332536,3794.56312456373
2713.54685394465,2006.15591740215,3420.93779048715,1631.68577563199,3795.40793225731
2713.54685394483,2005.60395835873,3421.48974953093,1630.84162712072,3796.25208076894
2713.54685394504,2005.05242932393,3422.04127856614,1629.99813625088,3797.09557163919
2713.54685394524,2004.50132929429,3422.59237859619,1629.1553014878,3797.93840640268
2713.54685394541,2003.95065727023,3423.1430506206,1628.31312130279,3798.78058658803
2713.54685394554,2003.40041225606,3423.69329563502,1627.47159417308,3799.622113718
2713.54685394562,2002.85059325996,3424.24311463127,1626.63071858181,3800.46298930942
2713.54685394564,2002.30119929396,3424.79250859733,1625.790493018,3801.30321487329
2713.54685394563,2001.75222937388,3425.34147851739,1624.9509159765,3802.14279191477
2713.5468539456,2001.20368251937,3425.89002537182,1624.11198595795,3802.98172193324
2713.54685394554,2000.65555775382,3426.43815013726,1623.27370146878,3803.8200064223
2713.54685394548,2000.1078541044,3426.98585378656,1622.43606102114,3804.65764686982
2713.54685394542,1999.56057060198,3427.53313728886,1621.5990631329,3805.49464475794
2713.54685394538,1999.01370628117,3428.08000160958,1620.7627063276,3806.33100156315
2713.54685394534,1998.46726018025,3428.62644771044,1619.92698913441,3807.16671875628
2713.54685394533,1997.92123134116,3429.17247654949,1619.09191008813,3808.00179780252
2713.54685394532,1997.37561880952,3429.71808908112,1618.25746772914,3808.83624016151
2713.54685394533,1996.83042163456,3430.2632862561,1617.42366060336,3809.6700472873
2713.54685394534,1996.28563886912,3430.80806902157,1616.59048726225,3810.50322062844
2713.54685394536,1995.74126956964,3431.35243832108,1615.75794626276,3811.33576162796
2713.54685394538,1995.19731279615,3431.8963950946,1614.92603616732,3812.16767172343
2713.54685394539,1994.65376761221,3432.43994027857,1614.09475554379,3812.998952347
2713.5468539454,1994.11063308494,3432.98307480587,1613.26410296543,3813.82960492538
2713.54685394541,1993.56790828497,3433.52579960585,1612.4340770109,3814.65963087993
2713.54685394542,1993.02559228643,3434.06811560441,1611.60467626421,3815.48903162662
2713.54685394542,1992.48368416693,3434.6100237239,1610.77589931469,3816.31780857615
2713.54685394541,1991.94218300755,3435.15152488328,1609.94774475696,3817.14596313386
2713.54685394541,1991.40108789282,3435.692619998,1609.12021119094,3817.97349669988
2713.5468539454,1990.86039791069,3436.23330998012,1608.29329722175,3818.80041066906
2713.5468539454,1990.32011215251,3436.77359573829,1607.46700145976,3819.62670643104
2713.5468539454,1989.78022971304,3437.31347817775,1606.6413225205,3820.45238537029
2713.54685394539,1989.2407496904,3437.85295820038,1605.81625902468,3821.2774488661
2713.54685394539,1988.70167118608,3438.3920367047,1604.99180959813,3822.10189829265
2713.54685394539,1988.16299330489,3438.93071458589,1604.16797287178,3822.925735019
2713.54685394539,1987.62471515497,3439.46899273581,1603.34474748166,3823.74896040912
2713.54685394539,1987.08683584777,3440.00687204301,1602.52213206884,3824.57157582194
2713.54685394539,1986.54935449802,3440.54435339277,1601.70012527941,3825.39358261137
2713.54685394539,1986.01227022372,3441.08143766707,1600.87872576448,3826.21498212631
2713.5468539454,1985.47558214612,3441.61812574467,1600.05793218012,3827.03577571067
2713.5468539454,1984.93928938972,3442.15441850107,1599.23774318736,3827.85596470343
2713.5468539454,1984.40339108223,3442.69031680857,1598.41815745215,3828.67555043864
2713.5468539454,1983.86788635456,3443.22582153624,1597.59917364533,3829.49453424546
2713.5468539454,1983.33277434081,3443.76093354998,1596.78079044263,3830.31291744817
2713.5468539454,1982.79805417826,3444.29565371254,1595.96300652461,3831.13070136618
2713.5468539454,1982.26372500733,3444.82998288347,1595.14582057668,3831.94788731411
2713.5468539454,1981.72978597158,3445.36392191921,1594.32923128903,3832.76447660177
2713.5468539454,1981.1962362177,3445.89747167309,1593.51323735661,3833.58047053418
2713.5468539454,1980.66307489549,3446.4306329953,1592.69783747916,3834.39587041163
2713.5468539454,1980.13030115782,3446.96340673297,1591.88303036112,3835.21067752967
2713.5468539454,1979.59791416065,3447.49579373014,1591.06881471164,3836.02489317915
2713.5468539454,1979.065913063,3448.02779482779,1590.25518924453,3836.83851864626
2713.5468539454,1978.53429702692,3448.55941086387,1589.44215267829,3837.6515552125
2713.5468539454,1978.00306521751,3449.09064267328,1588.62970373602,3838.46400415477
2713.5468539454,1977.47221680286,3449.62149108793,1587.81784114545,3839.27586674534
2713.5468539454,1976.94175095408,3450.15195693671,1587.00656363887,3840.08714425192
2713.5468539454,1976.41166684523,3450.68204104556,1586.19586995315,3840.89783793764
2713.5468539454,1975.88196365338,3451.21174423741,1585.38575882969,3841.70794906109
2713.5468539454,1975.35264055852,3451.74106733227,1584.57622901442,3842.51747887637
2713.5468539454,1974.82369674359,3452.2700111472,1583.76727925775,3843.32642863304
2713.5468539454,1974.29513139444,3452.79857649635,1582.95890831455,3844.13479957624
2713.5468539454,1973.76694369986,3453.32676419093,1582.15111494417,3844.94259294662
2713.5468539454,1973.23913285151,3453.85457503928,1581.34389791034,3845.74980998045
2713.5468539454,1972.71169804392,3454.38200984687,1580.53725598125,3846.55645190954
2713.5468539454,1972.1846384745,3454.90906941629,1579.73118792942,3847.36251996137
2713.5468539454,1971.65795334353,3455.43575454726,1578.92569253176,3848.16801535903
2713.5468539454,1971.13164185408,3455.96206603671,1578.12076856952,3848.97293932127
2713.5468539454,1970.60570321209,3456.4880046787,1577.31641482824,3849.77729306255
2713.5468539454,1970.08013662628,3457.01357126451,1576.51263009779,3850.581077793
2713.5468539454,1969.55494130816,3457.53876658263,1575.70941317228,3851.38429471851
2713.5468539454,1969.03011647206,3458.06359141873,1574.90676285011,3852.18694504068
2713.5468539454,1968.50566133502,3458.58804655577,1574.10467793389,3852.9890299569
2713.5468539454,1967.98157511689,3459.1121327739,1573.30315723043,3853.79055066036
2713.5468539454,1967.45785704023,3459.63585085057,1572.50219955075,3854.59150834004
2713.5468539454,1966.93450633031,3460.15920156048,1571.70180371005,3855.39190418074
2713.5468539454,1966.41152221516,3460.68218567563,1570.90196852765,3856.19173936314
2713.5468539454,1965.88890392548,3461.20480396531,1570.10269282702,3856.99101506377
2713.5468539454,1965.36665069465,3461.72705719614,1569.30397543574,3857.78973245505
2713.5468539454,1964.84476175875,3462.24894613204,1568.50581518546,3858.58789270533
2713.5468539454,1964.32323635649,3462.7704715343,1567.70821091192,3859.38549697887
2713.5468539454,1963.80207372926,3463.29163416153,1566.91116145489,3860.1825464359
2713.5468539454,1963.28127312106,3463.81243476973,1566.1146656582,3860.97904223259
2713.5468539454,1962.76083377852,3464.33287411227,1565.31872236965,3861.77498552114
2713.5468539454,1962.24075495088,3464.85295293991,1564.52333044107,3862.57037744972
2713.5468539454,1961.72103588998,3465.37267200081,1563.72848872824,3863.36521916255
2713.5468539454,1961.20167585023,3465.89203204056,1562.93419609088,3864.15951179991
2713.5468539454,1960.68267408864,3466.41103380215,1562.14045139267,3864.95325649812
2713.5468539454,1960.16402986476,3466.92967802603,1561.3472535012,3865.74645438959
2713.5468539454,1959.64574244067,3467.44796545012,1560.55460128793,3866.53910660286
2713.5468539454,1959.12781108102,3467.96589680977,1559.76249362822,3867.33121426257
2713.5468539454,1958.61023505296,3468.48347283783,1558.97092940129,3868.1227784895
2713.5468539454,1958.09301362616,3469.00069426463,1558.17990749018,3868.91380040061
2713.5468539454,1957.57614607278,3469.51756181801,1557.38942678177,3869.70428110902
2713.5468539454,1957.05963166748,3470.03407622331,1556.59948616673,3870.49422172407
2713.5468539454,1956.54346968738,3470.55023820341,1555.81008453952,3871.28362335127
2713.5468539454,1956.02765941206,3471.06604847873,1555.02122079836,3872.07248709243
2713.5468539454,1955.51220012357,3471.58150776722,1554.23289384524,3872.86081404555
2713.5468539454,1954.99709110639,3472.0966167844,1553.44510258585,3873.64860530494
2713.5468539454,1954.48233164742,3472.61137624337,1552.65784592962,3874.43586196117
2713.5468539454,1953.96792103599,3473.1257868548,1551.87112278966,3875.22258510113
2713.5468539454,1953.45385856382,3473.63984932697,1551.08493208275,3876.00877580804
2713.5468539454,1952.94014352504,3474.15356436575,1550.29927272936,3876.79443516143
2713.5468539454,1952.42677521615,3474.66693267464,1549.51414365357,3877.57956423722
2713.5468539454,1951.91375293602,3475.17995495477,1548.72954378311,3878.36416410768
2713.5468539454,1951.4010759859,3475.69263190489,1547.94547204931,3879.14823584148
2713.5468539454,1950.88874366935,3476.20496422144,1547.16192738708,3879.93178050371
2713.5468539454,1950.3767552923,3476.71695259849,1546.37890873493,3880.71479915586
2713.5468539454,1949.86511016301,3477.22859772778,1545.59641503492,3881.49729285587
2713.5468539454,1949.35380759202,3477.73990029877,1544.81444523263,3882.27926265816
2713.5468539454,1948.84284689222,3478.25086099857,1544.03299827719,3883.0607096136
2713.5468539454,1948.33222737875,3478.76148051204,1543.25207312123,3883.84163476956
2713.5468539454,1947.82194836907,3479.27175952172,1542.47166872087,3884.62203916992
2713.5468539454,1947.3120091829,3479.78169870789,1541.69178403571,3885.40192385508
2713.5468539454,1946.80240914221,3480.29129874858,1540.91241802881,3886.18128986198
2713.5468539454,1946.29314757123,3480.80056031956,1540.13356966668,3886.96013822411
2713.5468539454,1945.78422379645,3481.30948409434,1539.35523791923,3887.73846997156
2713.5468539454,1945.27563714656,3481.81807074423,1538.57742175981,3888.51628613098
2713.5468539454,1944.76738695248,3482.32632093831,1537.80012016516,3889.29358772563
2713.5468539454,1944.25947254736,3482.83423534343,1537.0233321154,3890.07037577539
2713.5468539454,1943.75189326652,3483.34181462427,1536.247056594,3890.84665129679
2713.5468539454,1943.2446484475,3483.84905944329,1535.47129258781,3891.62241530298
2713.5468539454,1942.73773742999,3484.3559704608,1534.69603908697,3892.39766880382
2713.5468539454,1942.23115955586,3484.86254833493,1533.92129508498,3893.17241280581
2713.5468539454,1941.72491416916,3485.36879372163,1533.14705957863,3893.94664831216
2713.5468539454,1941.21900061607,3485.87470727472,1532.37333156798,3894.72037632281
2713.5468539454,1940.7134182449,3486.38028964589,1531.60011005638,3895.49359783441
2713.5468539454,1940.20816640612,3486.88554148467,1530.82739405044,3896.26631384035
2713.5468539454,1939.7032444523,3487.39046343849,1530.05518256,3897.03852533079
2713.5468539454,1939.19865173812,3487.89505615267,1529.28347459815,3897.81023329264
2713.5468539454,1938.69438762036,3488.39932027043,1528.51226918117,3898.58143870962
2713.5468539454,1938.19045145792,3488.90325643287,1527.74156532854,3899.35214256225
2713.5468539454,1937.68684261174,3489.40686527905,1526.97136206295,3900.12234582784
2713.5468539454,1937.18356044486,3489.91014744593,1526.20165841023,3900.89204948056
2713.5468539454,1936.68060432237,3490.41310356842,1525.43245339938,3901.66125449141
2713.5468539454,1936.17797361143,3490.91573427936,1524.66374606255,3902.42996182824
2713.5468539454,1935.67566768123,3491.41804020956,1523.89553543499,3903.1981724558
2713.5468539454,1935.173685903,3491.92002198779,1523.12782055508,3903.96588733571
2713.5468539454,1934.67202764999,3492.4216802408,1522.36060046431,3904.73310742648
2713.5468539454,1934.17069229748,3492.92301559331,1521.59387420724,3905.49983368355
2713.5468539454,1933.66967922275,3493.42402866804,1520.8276408315,3906.26606705929
2713.5468539454,1933.16898780508,3493.92472008571,1520.06189938778,3907.03180850301
2713.5468539454,1932.66861742573,3494.42509046506,1519.29664892981,3907.79705896098
2713.5468539454,1932.16856746797,3494.92514042282,1518.53188851436,3908.56181937643
2713.5468539454,1931.66883731701,3495.42487057378,1517.76761720121,3909.32609068958
2713.5468539454,1931.16942636004,3495.92428153075,1517.00383405314,3910.08987383765
2713.5468539454,1930.6703339862,3496.42337390459,1516.24053813592,3910.85316975487
2713.5468539454,1930.17155958658,3496.92214830421,1515.47772851831,3911.61597937248
2713.5468539454,1929.67310255421,3497.42060533658,1514.71540427201,3912.37830361878
2713.5468539454,1929.17496228403,3497.91874560676,1513.95356447168,3913.14014341911
2713.5468539454,1928.67713817291,3498.41656971788,1513.19220819492,3913.90149969587
2713.5468539454,1928.17962961966,3498.91407827113,1512.43133452226,3914.66237336853
2713.5468539454,1927.68243602494,3499.41127186585,1511.67094253712,3915.42276535367
2713.5468539454,1927.18555679135,3499.90815109944,1510.91103132583,3916.18267656496
2713.5468539454,1926.68899132335,3500.40471656744,1510.1515999776,3916.94210791319
2713.5468539454,1926.19273902729,3500.9009688635,1509.39264758452,3917.70106030627
2713.5468539454,1925.69679931139,3501.3969085794,1508.63417324154,3918.45953464925
